trial,condition,question,response_text,raw_response_text,final_response_text,tool_calls,grounding_violation,grounding_violations,token_usage,token_usage_total,llm_error,response_time_ms,npc_steps,npc_coverage,npc_knowledge,target_location,target_was_observed,knowledge_mode,response_mode,competing,selective_attention,memory_decay_ticks,run_id,outcome_bucket,correct_via,chebyshev_distance,had_mixed_content,groundedness_rate,n_claims,n_grounded,n_shape_confusion,n_fabricated,on_topic,committal,false_refusal,judge_bucket,judge_correct_via,judge_chebyshev,judge_had_mixed,judge_on_topic,judge_committal,judge_n_claims,judge_n_grounded,judge_n_shape_conf,judge_n_fabricated,judge_groundedness,judge_naturalness,judge_reasoning,judge_error,regex_judge_agree
2,Embodied + LLM,Please show me where the crimson flag is.,"My apologies, traveler. It seems I misremembered the exact coordinates. I know I saw a crimson flag in the far northwest corner of the region I've explored.","My apologies, traveler. It seems I misremembered the exact coordinates. I know I saw a crimson flag in the far northwest corner of the region I've explored.","My apologies, traveler. It seems I misremembered the exact coordinates. I know I saw a crimson flag in the far northwest corner of the region I've explored.","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'npc_id': 'npc_0', 'x': 0, 'y': 19}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 0, 'y': 19}, 'success': False, 'message': 'Target (0, 19) is out of bounds. World size is 15x15 (valid range: 0 to 14).'}}]",False,[],"[{'candidates_token_count': 32, 'prompt_token_count': 894, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 894}], 'total_token_count': 926}, {'cache_tokens_details': [{'modality': 'TEXT', 'token_count': 724}], 'cached_content_token_count': 724, 'candidates_token_count': 35, 'prompt_token_count': 1008, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1008}], 'total_token_count': 1043}]","{'prompt_token_count': 1902, 'candidates_token_count': 67, 'total_token_count': 1969, 'cached_content_token_count': 724}",,3907.5051000108942,40,0.2311111111111111,"['I am currently in the far western side.', ""I've explored 23% of this region during my travels."", 'I have traveled through the NW, SW area(s).', 'I have not yet ventured into the NE, SE region(s).', 'I found a crimson flag in the far northwest corner.', 'I found a soul gem in the far western side.', 'I found a amethyst rune stone in the western side.', 'I found a emerald banner in the northwest corner.', 'I found a golden banner in the centre.']","(0, 1)",True,embodied,llm,False,,,20260420T235345_seed2_experiment_embodied_llm_trial2,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,"Although the NPC's action was to an incorrect, out-of-bounds location, its verbal response correctly identified the target's region.",,True
3,Embodied + LLM,Please show me where the crimson flag is.,"I can show you. Follow me to the western side, at coordinates (2, 5).","I can show you. Follow me to the western side, at coordinates (2, 5).","I can show you. Follow me to the western side, at coordinates (2, 5).","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'x': 2, 'y': 5, 'npc_id': 'npc_0'}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 2, 'y': 5}, 'success': True, 'message': ""NPC 'npc_0' is now navigating to (2, 5).""}}]",False,[],"[{'candidates_token_count': 31, 'prompt_token_count': 918, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 918}], 'total_token_count': 949}, {'cache_tokens_details': [{'modality': 'TEXT', 'token_count': 725}], 'cached_content_token_count': 725, 'candidates_token_count': 20, 'prompt_token_count': 1013, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1013}], 'total_token_count': 1033}]","{'prompt_token_count': 1931, 'candidates_token_count': 51, 'total_token_count': 1982, 'cached_content_token_count': 725}",,2593.2908999966457,40,0.37333333333333335,"['I am currently in the southwest corner.', ""I've explored 37% of this region during my travels."", 'I have traveled through the NW, SW, SE area(s).', 'I have not yet ventured into the NE region(s).', 'I found a amethyst rune stone in the northwest corner.', 'I found a amethyst banner in the western side.', 'I found a emerald banner in the far western side.', 'I found a crimson flag in the western side.', 'I found a golden banner in the southern edge.', 'I found a sapphire banner in the far southern edge.', 'I found a crimson rune stone in the far southern edge.']","(3, 9)",True,embodied,llm,False,,,20260420T235358_seed3_experiment_embodied_llm_trial3,confabulation,,4.0,False,0.0,1,0,0,1,False,True,False,correct,region,,False,True,True,2,1,0,1,0.5,3,The NPC correctly identified the target's region ('the western side') even though it also provided a wrong coordinate and action.,,False
4,Embodied + LLM,Please show me where the crimson flag is.,I can show you. Follow me to the northwest corner.,I can show you. Follow me to the northwest corner.,I can show you. Follow me to the northwest corner.,"[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'x': 0, 'y': 1, 'npc_id': 'npc_0'}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 0, 'y': 1}, 'success': True, 'message': ""NPC 'npc_0' is now navigating to (0, 1).""}}]",False,[],"[{'candidates_token_count': 31, 'prompt_token_count': 906, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 906}], 'total_token_count': 937}, {'candidates_token_count': 12, 'prompt_token_count': 1001, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1001}], 'total_token_count': 1013}]","{'prompt_token_count': 1907, 'candidates_token_count': 43, 'total_token_count': 1950}",,2165.86060001282,40,0.25333333333333335,"['I am currently in the northern edge.', ""I've explored 25% of this region during my travels."", 'I have traveled through the NW, NE, SW area(s).', 'I have not yet ventured into the SE region(s).', 'I found a emerald gem in the far northwest corner.', 'I found a sapphire rune stone in the far northwest corner.', 'I found a amethyst banner in the far northwest corner.', 'I found a crimson flag in the northwest corner.', 'I found a golden banner in the northwest corner.', 'I found a crimson gem in the northern edge.']","(3, 4)",True,embodied,llm,False,,,20260420T235411_seed4_experiment_embodied_llm_trial4,confabulation,,3.0,False,,0,0,0,0,False,True,False,correct,region,,False,True,True,2,1,0,1,0.5,5,"The NPC correctly states the target's region ('the northwest corner'), making the response correct, even though its accompanying action to (0, 1) was incorrect.",,False
5,Embodied + LLM,Please show me where the crimson flag is.,"I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the far western side.","I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the far western side.","I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the far western side.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.2222222222222222, 'observations': {}, 'context_lines': ['I am currently in the northwest corner.', ""I've explored 22% of this region during my travels."", 'I have traveled through the NW, SW area(s).', 'I have not yet ventured into the NE, SE region(s).', 'I found a crimson gem in the far western side.', 'I found a golden gem in the western side.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 859, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 859}], 'total_token_count': 889}, {'candidates_token_count': 29, 'prompt_token_count': 1022, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1022}], 'total_token_count': 1051}]","{'prompt_token_count': 1881, 'candidates_token_count': 59, 'total_token_count': 1940}",,1981.775899999775,40,0.2222222222222222,"['I am currently in the northwest corner.', ""I've explored 22% of this region during my travels."", 'I have traveled through the NW, SW area(s).', 'I have not yet ventured into the NE, SE region(s).', 'I found a crimson gem in the far western side.', 'I found a golden gem in the western side.']","(9, 4)",False,embodied,llm,False,,,20260420T235426_seed5_experiment_embodied_llm_trial5,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,True,True,True,1,0,1,0,0.0,5,"The NPC correctly states it has not seen the crimson flag, which is true based on its memory, and then offers information about a different but related object it has seen.",,True
6,Embodied + LLM,Please show me where the crimson flag is.,"I haven't seen a crimson flag in my travels, friend. I've only explored a bit of this region.","I haven't seen a crimson flag in my travels, friend. I've only explored a bit of this region.","I haven't seen a crimson flag in my travels, friend. I've only explored a bit of this region.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.38666666666666666, 'observations': {}, 'context_lines': ['I am currently in the southern edge.', ""I've explored 39% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a emerald gem in the far northwest corner.', 'I found a golden banner in the far northwest corner.', 'I found a sapphire rune stone in the far northwest corner.', 'I found a amethyst rune stone in the southwest corner.', 'I found a amethyst gem in the southern edge.', 'I found a sapphire banner in the southern edge.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 896, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 896}], 'total_token_count': 926}, {'candidates_token_count': 25, 'prompt_token_count': 1095, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1095}], 'total_token_count': 1120}]","{'prompt_token_count': 1991, 'candidates_token_count': 55, 'total_token_count': 2046}",,1827.6740000001155,40,0.38666666666666666,"['I am currently in the southern edge.', ""I've explored 39% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a emerald gem in the far northwest corner.', 'I found a golden banner in the far northwest corner.', 'I found a sapphire rune stone in the far northwest corner.', 'I found a amethyst rune stone in the southwest corner.', 'I found a amethyst gem in the southern edge.', 'I found a sapphire banner in the southern edge.']","(12, 9)",False,embodied,llm,False,,,20260420T235438_seed6_experiment_embodied_llm_trial6,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,False,True,True,0,0,0,0,,5,"The NPC correctly states it has not seen the queried object, which aligns with its memory.",,True
7,Embodied + LLM,Please show me where the crimson flag is.,"My apologies, it seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region, but I cannot pinpoint the precise coordinates at this moment.","My apologies, it seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region, but I cannot pinpoint the precise coordinates at this moment.","My apologies, it seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region, but I cannot pinpoint the precise coordinates at this moment.","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'y': 99, 'npc_id': 'npc_0', 'x': 50}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 50, 'y': 99}, 'success': False, 'message': 'Target (50, 99) is out of bounds. World size is 15x15 (valid range: 0 to 14).'}}]",False,[],"[{'candidates_token_count': 33, 'prompt_token_count': 942, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 942}], 'total_token_count': 975}, {'candidates_token_count': 39, 'prompt_token_count': 1059, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1059}], 'total_token_count': 1098}]","{'prompt_token_count': 2001, 'candidates_token_count': 72, 'total_token_count': 2073}",,2379.86539999838,40,0.29333333333333333,"['I am currently in the centre.', ""I've explored 29% of this region during my travels."", 'I have traveled through the NW, SW area(s).', 'I have not yet ventured into the NE, SE region(s).', 'I found a sapphire banner in the far northwest corner.', 'I found a amethyst gem in the far northwest corner.', 'I found a crimson gem in the far northwest corner.', 'I found a crimson flag in the northern edge.', 'I found a amethyst rune stone in the far northern edge.', 'I found a emerald gem in the far western side.', 'I found a amethyst banner in the far western side.', 'I found a golden rune stone in the southwest corner.', 'I found a soul gem in the southern edge.']","(5, 2)",True,embodied,llm,False,,,20260420T235448_seed7_experiment_embodied_llm_trial7,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,1,1,0,0,1.0,5,"The NPC observed the target and correctly stated its location was on 'the northern edge', which matches the ground truth region.",,True
8,Embodied + LLM,Please show me where the crimson flag is.,"I have not seen a crimson flag in my travels. I've only explored 38% of this region, so it's possible it's in an area I haven't ventured into yet.","I have not seen a crimson flag in my travels. I've only explored 38% of this region, so it's possible it's in an area I haven't ventured into yet.","I have not seen a crimson flag in my travels. I've only explored 38% of this region, so it's possible it's in an area I haven't ventured into yet.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.37777777777777777, 'observations': {}, 'context_lines': ['I am currently in the far eastern side.', ""I've explored 38% of this region during my travels."", 'I have traveled through the NW, NE, SE area(s).', 'I have not yet ventured into the SW region(s).', 'I found a sapphire rune stone in the far northwest corner.', 'I found a soul gem in the northern edge.', 'I found a amethyst gem in the far northeast corner.', 'I found a golden gem in the far eastern side.', 'I found a emerald banner in the eastern side.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 896, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 896}], 'total_token_count': 926}, {'candidates_token_count': 43, 'prompt_token_count': 1096, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1096}], 'total_token_count': 1139}]","{'prompt_token_count': 1992, 'candidates_token_count': 73, 'total_token_count': 2065}",,2251.6648999881,40,0.37777777777777777,"['I am currently in the far eastern side.', ""I've explored 38% of this region during my travels."", 'I have traveled through the NW, NE, SE area(s).', 'I have not yet ventured into the SW region(s).', 'I found a sapphire rune stone in the far northwest corner.', 'I found a soul gem in the northern edge.', 'I found a amethyst gem in the far northeast corner.', 'I found a golden gem in the far eastern side.', 'I found a emerald banner in the eastern side.']","(3, 5)",False,embodied,llm,False,,,20260420T235459_seed8_experiment_embodied_llm_trial8,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,False,True,True,0,0,0,0,,5,"The NPC correctly states it has not seen the target, which it had not observed, and does not invent a location.",,True
9,Embodied + LLM,Please show me where the crimson flag is.,"I have not personally witnessed a crimson flag in my travels, so I cannot show you where it is.","I have not personally witnessed a crimson flag in my travels, so I cannot show you where it is.","I have not personally witnessed a crimson flag in my travels, so I cannot show you where it is.",[],False,[],"[{'candidates_token_count': 21, 'prompt_token_count': 895, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 895}], 'total_token_count': 916}]","{'prompt_token_count': 895, 'candidates_token_count': 21, 'total_token_count': 916}",,1472.955400007777,40,0.21777777777777776,"['I am currently in the western side.', ""I've explored 22% of this region during my travels."", 'I have traveled through the NW, SW area(s).', 'I have not yet ventured into the NE, SE region(s).', 'I found a sapphire banner in the northwest corner.', 'I found a golden rune stone in the far northwest corner.', 'I found a emerald gem in the far western side.', 'I found a amethyst gem in the far western side.', 'I found a soul gem in the northern edge.']","(7, 9)",False,embodied,llm,False,,,20260420T235509_seed9_experiment_embodied_llm_trial9,off_topic,,,False,,0,0,0,0,True,False,False,correct_abstention,,,False,True,True,0,0,0,0,,5,"The NPC correctly states it hasn't seen the queried object, which is true as the target was not observed.",,False
10,Embodied + LLM,Please show me where the crimson flag is.,"I haven't seen a crimson flag in my travels, only a crimson gem.","I haven't seen a crimson flag in my travels, only a crimson gem.","I haven't seen a crimson flag in my travels, only a crimson gem.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.27111111111111114, 'observations': {}, 'context_lines': ['I am currently in the southern edge.', ""I've explored 27% of this region during my travels."", 'I have traveled through the NW, SW, SE area(s).', 'I have not yet ventured into the NE region(s).', 'I found a alchemy ingredient in the far northwest corner.', 'I found a crimson gem in the far northern edge.', 'I found a amethyst banner in the far northern edge.', 'I found a sapphire banner in the western side.', 'I found a golden gem in the western side.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 894, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 894}], 'total_token_count': 924}, {'candidates_token_count': 17, 'prompt_token_count': 1092, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1092}], 'total_token_count': 1109}]","{'prompt_token_count': 1986, 'candidates_token_count': 47, 'total_token_count': 2033}",,2268.756299978122,40,0.27111111111111114,"['I am currently in the southern edge.', ""I've explored 27% of this region during my travels."", 'I have traveled through the NW, SW, SE area(s).', 'I have not yet ventured into the NE region(s).', 'I found a alchemy ingredient in the far northwest corner.', 'I found a crimson gem in the far northern edge.', 'I found a amethyst banner in the far northern edge.', 'I found a sapphire banner in the western side.', 'I found a golden gem in the western side.']","(9, 0)",False,embodied,llm,False,,,20260420T235519_seed10_experiment_embodied_llm_trial10,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,False,True,True,0,0,0,0,,5,"The NPC correctly states it has not seen the queried object, which is true as the target was not observed.",,True
11,Embodied + LLM,Please show me where the crimson flag is.,"I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the northwest corner.","I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the northwest corner.","I haven't seen a crimson flag in my travels, friend. I've only come across a crimson gem in the northwest corner.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.39111111111111113, 'observations': {}, 'context_lines': ['I am currently in the eastern side.', ""I've explored 39% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson gem in the northwest corner.', 'I found a amethyst rune stone in the far western side.', 'I found a sapphire rune stone in the centre.', 'I found a alchemy ingredient in the centre.', 'I found a amethyst gem in the eastern side.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 881, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 881}], 'total_token_count': 911}, {'candidates_token_count': 28, 'prompt_token_count': 1065, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1065}], 'total_token_count': 1093}]","{'prompt_token_count': 1946, 'candidates_token_count': 58, 'total_token_count': 2004}",,2239.9536999873817,40,0.39111111111111113,"['I am currently in the eastern side.', ""I've explored 39% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a crimson gem in the northwest corner.', 'I found a amethyst rune stone in the far western side.', 'I found a sapphire rune stone in the centre.', 'I found a alchemy ingredient in the centre.', 'I found a amethyst gem in the eastern side.']","(7, 13)",False,embodied,llm,False,,,20260420T235531_seed11_experiment_embodied_llm_trial11,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,True,True,True,1,0,1,0,0.0,5,"The NPC correctly states it has not seen the queried item, which is true, and then offers information about a similarly named item it has seen.",,True
12,Embodied + LLM,Please show me where the crimson flag is.,"My apologies, friend. It seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region I explored, but I cannot pinpoint the precise coordinates at this moment.","My apologies, friend. It seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region I explored, but I cannot pinpoint the precise coordinates at this moment.","My apologies, friend. It seems I misremembered the exact location. I know I saw a crimson flag on the northern edge of the region I explored, but I cannot pinpoint the precise coordinates at this moment.","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'x': 15, 'y': 1, 'npc_id': 'npc_0'}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 15, 'y': 1}, 'success': False, 'message': 'Target (15, 1) is out of bounds. World size is 15x15 (valid range: 0 to 14).'}}]",False,[],"[{'candidates_token_count': 32, 'prompt_token_count': 893, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 893}], 'total_token_count': 925}, {'candidates_token_count': 43, 'prompt_token_count': 1007, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1007}], 'total_token_count': 1050}]","{'prompt_token_count': 1900, 'candidates_token_count': 75, 'total_token_count': 1975}",,2382.2466999990866,40,0.41333333333333333,"['I am currently in the far southeast corner.', ""I've explored 41% of this region during my travels."", 'I have traveled through the NW, NE, SE area(s).', 'I have not yet ventured into the SW region(s).', 'I found a crimson gem in the northern edge.', 'I found a crimson flag in the northern edge.', 'I found a sapphire banner in the eastern side.', 'I found a soul gem in the eastern side.', 'I found a amethyst gem in the far eastern side.']","(7, 4)",True,embodied,llm,False,,,20260420T235543_seed12_experiment_embodied_llm_trial12,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,2,1,0,1,0.5,5,"The NPC correctly states the target is on 'the northern edge', matching the ground truth, even though it also attempts an incorrect action.",,True
13,Embodied + LLM,Please show me where the crimson flag is.,"I have not yet witnessed a crimson flag in my travels, so I cannot show you where it is. I've only explored 44% of this region, so it's possible it lies in an area I haven't visited.","I have not yet witnessed a crimson flag in my travels, so I cannot show you where it is. I've only explored 44% of this region, so it's possible it lies in an area I haven't visited.","I have not yet witnessed a crimson flag in my travels, so I cannot show you where it is. I've only explored 44% of this region, so it's possible it lies in an area I haven't visited.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.43555555555555553, 'observations': {}, 'context_lines': ['I am currently in the southeast corner.', ""I've explored 44% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a amethyst banner in the far northwest corner.', 'I found a golden gem in the northern edge.', 'I found a golden banner in the far southeast corner.', 'I found a sapphire rune stone in the far southeast corner.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 873, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 873}], 'total_token_count': 903}, {'candidates_token_count': 50, 'prompt_token_count': 1049, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1049}], 'total_token_count': 1099}]","{'prompt_token_count': 1922, 'candidates_token_count': 80, 'total_token_count': 2002}",,2358.223100018222,40,0.43555555555555553,"['I am currently in the southeast corner.', ""I've explored 44% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a amethyst banner in the far northwest corner.', 'I found a golden gem in the northern edge.', 'I found a golden banner in the far southeast corner.', 'I found a sapphire rune stone in the far southeast corner.']","(4, 4)",False,embodied,llm,False,,,20260420T235557_seed13_experiment_embodied_llm_trial13,off_topic,,,False,,0,0,0,0,True,False,False,correct_abstention,,,False,True,True,0,0,0,0,,5,The NPC correctly states it has not seen the unobserved target and refuses to provide a location.,,False
14,Embodied + LLM,Please show me where the crimson flag is.,"I haven't seen a crimson flag in my travels, friend. I've only explored about 37% of this region, so it's possible it lies in an area I haven't ventured into yet.","I haven't seen a crimson flag in my travels, friend. I've only explored about 37% of this region, so it's possible it lies in an area I haven't ventured into yet.","I haven't seen a crimson flag in my travels, friend. I've only explored about 37% of this region, so it's possible it lies in an area I haven't ventured into yet.","[{'turn': 0, 'name': 'get_npc_memory', 'arguments': {'npc_id': 'npc_0', 'filter_name': 'crimson flag'}, 'result': {'npc_id': 'npc_0', 'coverage': 0.3688888888888889, 'observations': {}, 'context_lines': ['I am currently in the northeast corner.', ""I've explored 37% of this region during my travels."", 'I have traveled through the NW, NE, SE area(s).', 'I have not yet ventured into the SW region(s).', 'I found a amethyst gem in the northern edge.', 'I found a emerald gem in the northeast corner.', 'I found a sapphire banner in the eastern side.', 'I found a amethyst rune stone in the far eastern side.']}}]",False,[],"[{'candidates_token_count': 30, 'prompt_token_count': 882, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 882}], 'total_token_count': 912}, {'cache_tokens_details': [{'modality': 'TEXT', 'token_count': 736}], 'cached_content_token_count': 736, 'candidates_token_count': 46, 'prompt_token_count': 1068, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1068}], 'total_token_count': 1114}]","{'prompt_token_count': 1950, 'candidates_token_count': 76, 'total_token_count': 2026, 'cached_content_token_count': 736}",,2360.0039999873843,40,0.3688888888888889,"['I am currently in the northeast corner.', ""I've explored 37% of this region during my travels."", 'I have traveled through the NW, NE, SE area(s).', 'I have not yet ventured into the SW region(s).', 'I found a amethyst gem in the northern edge.', 'I found a emerald gem in the northeast corner.', 'I found a sapphire banner in the eastern side.', 'I found a amethyst rune stone in the far eastern side.']","(1, 9)",False,embodied,llm,False,,,20260420T235608_seed14_experiment_embodied_llm_trial14,correct_abstention,,,False,,0,0,0,0,True,True,False,correct_abstention,,,False,True,True,0,0,0,0,,5,"The NPC correctly states it has not seen the crimson flag, which is true as the target was not observed, resulting in a correct abstention.",,True
15,Embodied + LLM,Please show me where the crimson flag is.,"I found a crimson flag in the far northwest corner; follow me, and I'll show you.","I found a crimson flag in the far northwest corner; follow me, and I'll show you.","I found a crimson flag in the far northwest corner; follow me, and I'll show you.","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'x': 0, 'npc_id': 'npc_0', 'y': 0}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 0, 'y': 0}, 'success': True, 'message': ""NPC 'npc_0' is now navigating to (0, 0).""}}]",False,[],"[{'candidates_token_count': 31, 'prompt_token_count': 930, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 930}], 'total_token_count': 961}, {'candidates_token_count': 21, 'prompt_token_count': 1025, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1025}], 'total_token_count': 1046}]","{'prompt_token_count': 1955, 'candidates_token_count': 52, 'total_token_count': 2007}",,2665.3791000135243,40,0.3333333333333333,"['I am currently in the northeast corner.', ""I've explored 33% of this region during my travels."", 'I have traveled through the NW, NE area(s).', 'I have not yet ventured into the SW, SE region(s).', 'I found a emerald gem in the far northwest corner.', 'I found a sapphire banner in the far northwest corner.', 'I found a crimson flag in the far northwest corner.', 'I found a amethyst banner in the northern edge.', 'I found a crimson rune stone in the northern edge.', 'I found a golden gem in the northern edge.', 'I found a alchemy ingredient in the northeast corner.', 'I found a sapphire rune stone in the far northeast corner.']","(3, 0)",True,embodied,llm,False,,,20260420T235621_seed15_experiment_embodied_llm_trial15,correct,region,0.0,False,,0,0,0,0,True,True,False,correct,region,,False,True,True,2,1,1,0,0.5,5,"The NPC correctly states the target's region, even though its accompanying action is incorrect.",,True
16,Embodied + LLM,Please show me where the crimson flag is.,"My apologies, traveler. It seems I misremembered the exact coordinates. I know it's in the center, but I can't pinpoint the precise spot to lead you there.","My apologies, traveler. It seems I misremembered the exact coordinates. I know it's in the center, but I can't pinpoint the precise spot to lead you there.","My apologies, traveler. It seems I misremembered the exact coordinates. I know it's in the center, but I can't pinpoint the precise spot to lead you there.","[{'turn': 0, 'name': 'set_npc_target', 'arguments': {'x': 15, 'y': 15, 'npc_id': 'npc_0'}, 'result': {'npc_id': 'npc_0', 'target_position': {'x': 15, 'y': 15}, 'success': False, 'message': 'Target (15, 15) is out of bounds. World size is 15x15 (valid range: 0 to 14).'}}]",False,[],"[{'candidates_token_count': 33, 'prompt_token_count': 917, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 917}], 'total_token_count': 950}, {'cache_tokens_details': [{'modality': 'TEXT', 'token_count': 729}], 'cached_content_token_count': 729, 'candidates_token_count': 38, 'prompt_token_count': 1034, 'prompt_tokens_details': [{'modality': 'TEXT', 'token_count': 1034}], 'total_token_count': 1072}]","{'prompt_token_count': 1951, 'candidates_token_count': 71, 'total_token_count': 2022, 'cached_content_token_count': 729}",,2783.220799989067,40,0.37777777777777777,"['I am currently in the far northwest corner.', ""I've explored 38% of this region during my travels."", 'I have traveled through the NW, NE, SW, SE area(s).', 'I found a amethyst banner in the far northwest corner.', 'I found a crimson flag in the centre.', 'I found a golden rune stone in the western side.', 'I found a crimson gem in the southern edge.', 'I found a soul gem in the northern edge.', 'I found a sapphire banner in the northern edge.', 'I found a sapphire rune stone in the far northern edge.', 'I found a alchemy ingredient in the northwest corner.']","(5, 7)",True,embodied,llm,False,,,20260420T235635_seed16_experiment_embodied_llm_trial16,confabulation,,10.0,False,,0,0,0,0,False,False,False,correct,region,,False,True,True,1,1,0,0,1.0,5,The NPC observed the target and correctly stated its region ('the center') in the response text.,,False
